reg,cl_age90,jour,hosp,rea,rad,dc
6,39,05/04/2020,0,0,1,0
6,49,05/04/2020,4,1,1,1
6,59,05/04/2020,3,0,4,1
6,69,05/04/2020,5,2,1,0
6,79,05/04/2020,2,0,0,0
6,89,05/04/2020,2,0,1,0
6,90,05/04/2020,0,0,0,0
11,0,05/04/2020,11474,2506,5166,2107
11,9,05/04/2020,47,20,79,0
11,19,05/04/2020,34,12,37,1
11,29,05/04/2020,175,31,231,1
11,39,05/04/2020,504,135,599,15
11,49,05/04/2020,1019,287,809,37
11,59,05/04/2020,2020,709,1114,152
11,69,05/04/2020,2364,796,1052,299
11,79,05/04/2020,2290,455,679,536
11,89,05/04/2020,1966,37,400,699
11,90,05/04/2020,883,3,106,339
24,0,05/04/2020,751,194,298,115
24,9,05/04/2020,1,0,10,0
24,19,05/04/2020,4,1,4,0
24,29,05/04/2020,6,1,10,0
24,39,05/04/2020,16,6,20,1
24,49,05/04/2020,54,15,50,0
24,59,05/04/2020,67,28,52,4
24,69,05/04/2020,168,74,57,8
24,79,05/04/2020,172,63,58,20
24,89,05/04/2020,167,6,30,49
24,90,05/04/2020,86,0,6,31
27,0,05/04/2020,1120,275,942,341
27,9,05/04/2020,2,0,6,0
27,19,05/04/2020,3,0,9,0
27,29,05/04/2020,8,0,45,0
27,39,05/04/2020,15,6,81,1
27,49,05/04/2020,39,12,114,3
27,59,05/04/2020,114,46,163,8
27,69,05/04/2020,228,97,168,31
27,79,05/04/2020,285,92,169,79
27,89,05/04/2020,317,21,143,160
27,90,05/04/2020,109,1,40,58
28,0,05/04/2020,710,217,308,111
28,9,05/04/2020,1,0,1,0
28,19,05/04/2020,2,0,2,0
28,29,05/04/2020,7,1,18,0
28,39,05/04/2020,14,3,31,1
28,49,05/04/2020,53,26,42,1
28,59,05/04/2020,93,40,67,5
28,69,05/04/2020,179,71,51,15
28,79,05/04/2020,164,59,54,27
28,89,05/04/2020,151,17,31,42
28,90,05/04/2020,44,0,7,20
32,0,05/04/2020,2119,573,1153,520
32,9,05/04/2020,14,4,16,0
32,19,05/04/2020,4,1,6,0
32,29,05/04/2020,22,8,70,0
32,39,05/04/2020,60,12,117,2
32,49,05/04/2020,133,42,169,7
32,59,05/04/2020,300,124,243,17
32,69,05/04/2020,437,172,182,74
32,79,05/04/2020,535,170,181,126
32,89,05/04/2020,457,35,125,202
32,90,05/04/2020,144,2,40,90
44,0,05/04/2020,4739,950,2953,1471
44,9,05/04/2020,11,1,84,0
44,19,05/04/2020,5,0,23,0
44,29,05/04/2020,40,6,140,1
44,39,05/04/2020,97,23,200,5
44,49,05/04/2020,225,66,296,14
44,59,05/04/2020,566,175,500,45
44,69,05/04/2020,1035,351,603,153
44,79,05/04/2020,1210,288,571,413
44,89,05/04/2020,1126,32,394,608
44,90,05/04/2020,379,2,109,226
52,0,05/04/2020,667,181,441,123
52,9,05/04/2020,0,0,1,0
52,19,05/04/2020,1,0,1,0
52,29,05/04/2020,11,3,17,0
52,39,05/04/2020,13,3,32,0
52,49,05/04/2020,36,14,71,0
52,59,05/04/2020,81,37,82,3
52,69,05/04/2020,145,62,88,16
52,79,05/04/2020,165,59,86,21
52,89,05/04/2020,167,3,54,52
52,90,05/04/2020,47,0,9,31
53,0,05/04/2020,423,112,280,81
53,9,05/04/2020,2,0,4,0
53,19,05/04/2020,1,0,2,0
53,29,05/04/2020,2,0,13,0
53,39,05/04/2020,17,4,30,0
53,49,05/04/2020,31,15,25,0
53,59,05/04/2020,48,17,54,0
53,69,05/04/2020,86,35,55,11
53,79,05/04/2020,107,35,64,17
53,89,05/04/2020,98,6,25,32
53,90,05/04/2020,30,0,7,21
75,0,05/04/2020,762,243,579,120
75,9,05/04/2020,0,0,6,0
75,19,05/04/2020,3,0,8,0
75,29,05/04/2020,4,1,40,0
75,39,05/04/2020,18,4,52,0
75,49,05/04/2020,38,20,76,1
75,59,05/04/2020,101,40,109,6
75,69,05/04/2020,179,82,104,10
75,79,05/04/2020,180,72,83,30
75,89,05/04/2020,166,21,68,44
75,90,05/04/2020,66,1,23,28
76,0,05/04/2020,1024,321,757,158
76,9,05/04/2020,1,0,15,0
76,19,05/04/2020,2,2,6,0
76,29,05/04/2020,13,1,48,1
76,39,05/04/2020,21,4,79,0
76,49,05/04/2020,67,17,103,1
76,59,05/04/2020,133,57,166,7
76,69,05/04/2020,225,98,125,12
76,79,05/04/2020,291,119,141,36
76,89,05/04/2020,199,21,62,75
76,90,05/04/2020,72,2,12,26
84,0,05/04/2020,2983,779,1756,508
84,9,05/04/2020,5,0,15,0
84,19,05/04/2020,10,1,14,0
84,29,05/04/2020,27,4,95,0
84,39,05/04/2020,63,12,164,2
84,49,05/04/2020,127,38,226,6
84,59,05/04/2020,346,133,305,16
84,69,05/04/2020,579,251,313,29
84,79,05/04/2020,760,271,315,117
84,89,05/04/2020,711,47,224,213
84,90,05/04/2020,297,2,49,114
93,0,05/04/2020,1722,435,1304,195
93,9,05/04/2020,0,0,15,0
93,19,05/04/2020,6,1,26,0
93,29,05/04/2020,31,7,112,1
93,39,05/04/2020,53,4,149,1
93,49,05/04/2020,117,30,217,2
93,59,05/04/2020,276,82,270,10
93,69,05/04/2020,359,117,240,14
93,79,05/04/2020,403,139,146,44
93,89,05/04/2020,327,33,77,80
93,90,05/04/2020,113,2,35,41
94,0,05/04/2020,95,26,117,26
94,9,05/04/2020,0,0,4,0
94,19,05/04/2020,0,0,4,0
94,29,05/04/2020,0,0,14,0
94,39,05/04/2020,2,1,13,0
94,49,05/04/2020,2,0,18,1
94,59,05/04/2020,13,4,19,1
94,69,05/04/2020,14,8,17,2
94,79,05/04/2020,23,8,15,4
94,89,05/04/2020,29,5,7,13
94,90,05/04/2020,11,0,5,5
1,0,06/04/2020,40,18,37,8
1,9,06/04/2020,0,0,0,0
1,19,06/04/2020,0,0,0,0
1,29,06/04/2020,1,0,0,0
1,39,06/04/2020,2,1,2,0
1,49,06/04/2020,4,1,2,0
1,59,06/04/2020,2,2,16,0
1,69,06/04/2020,13,8,9,1
1,79,06/04/2020,9,5,2,4
1,89,06/04/2020,9,1,5,3
1,90,06/04/2020,0,0,0,0
2,0,06/04/2020,55,20,37,4
2,9,06/04/2020,0,0,0,0
2,19,06/04/2020,0,0,0,0
2,29,06/04/2020,1,0,2,0
2,39,06/04/2020,1,0,2,0
2,49,06/04/2020,5,0,10,0
2,59,06/04/2020,13,9,9,0
2,69,06/04/2020,16,6,9,0
2,79,06/04/2020,14,4,4,1
2,89,06/04/2020,5,1,1,3
2,90,06/04/2020,0,0,0,0
3,0,06/04/2020,7,1,6,0
3,9,06/04/2020,0,0,0,0
3,19,06/04/2020,0,0,0,0
3,29,06/04/2020,0,0,0,0
3,39,06/04/2020,0,0,1,0
3,49,06/04/2020,3,0,3,0
3,59,06/04/2020,0,0,1,0
3,69,06/04/2020,2,0,0,0
3,79,06/04/2020,0,0,0,0
3,89,06/04/2020,1,1,1,0
3,90,06/04/2020,0,0,0,0
4,0,06/04/2020,45,4,43,0
4,9,06/04/2020,0,0,0,0
4,19,06/04/2020,0,0,1,0
4,29,06/04/2020,4,0,6,0
4,39,06/04/2020,4,0,7,0
4,49,06/04/2020,2,0,5,0
4,59,06/04/2020,13,2,7,0
4,69,06/04/2020,9,1,10,0
4,79,06/04/2020,7,1,7,0
4,89,06/04/2020,6,0,0,0
4,90,06/04/2020,0,0,0,0
6,0,06/04/2020,16,3,13,2
6,9,06/04/2020,0,0,0,0
6,19,06/04/2020,0,0,0,0
6,29,06/04/2020,2,0,1,0
6,39,06/04/2020,0,0,1,0
6,49,06/04/2020,3,1,2,1
6,59,06/04/2020,1,0,6,1
6,69,06/04/2020,5,2,2,0
6,79,06/04/2020,2,0,0,0
6,89,06/04/2020,3,0,1,0
6,90,06/04/2020,0,0,0,0
11,0,06/04/2020,11762,2537,5597,2355
11,9,06/04/2020,50,18,82,0
11,19,06/04/2020,38,10,40,1
11,29,06/04/2020,167,32,255,1
11,39,06/04/2020,512,134,652,15
11,49,06/04/2020,1060,294,861,44
11,59,06/04/2020,2034,717,1221,166
11,69,06/04/2020,2427,819,1138,341
11,79,06/04/2020,2347,450,748,587
11,89,06/04/2020,2068,38,426,786
11,90,06/04/2020,911,3,115,385
24,0,06/04/2020,793,203,329,132
24,9,06/04/2020,0,0,11,0
24,19,06/04/2020,3,1,5,0
24,29,06/04/2020,6,1,12,0
24,39,06/04/2020,20,8,24,1
24,49,06/04/2020,55,15,55,1
24,59,06/04/2020,69,31,55,4
24,69,06/04/2020,164,75,69,9
24,79,06/04/2020,181,65,62,24
24,89,06/04/2020,185,7,29,56
24,90,06/04/2020,98,0,6,35
27,0,06/04/2020,1176,285,986,367
27,9,06/04/2020,1,0,7,0
27,19,06/04/2020,5,1,9,0
27,29,06/04/2020,7,0,48,0
27,39,06/04/2020,20,7,85,1
27,49,06/04/2020,40,13,121,4
27,59,06/04/2020,126,49,169,8
27,69,06/04/2020,239,96,177,33
27,79,06/04/2020,291,94,176,84
27,89,06/04/2020,332,22,149,173
27,90,06/04/2020,114,2,41,63
28,0,06/04/2020,712,223,338,127
28,9,06/04/2020,0,0,2,0
28,19,06/04/2020,2,0,2,0
28,29,06/04/2020,6,1,20,0
28,39,06/04/2020,14,5,34,1
28,49,06/04/2020,53,26,43,2
28,59,06/04/2020,98,44,73,6
28,69,06/04/2020,175,71,58,18
28,79,06/04/2020,163,57,57,31
28,89,06/04/2020,154,18,34,46
28,90,06/04/2020,44,0,11,23
32,0,06/04/2020,2227,567,1219,577
32,9,06/04/2020,13,3,17,0
32,19,06/04/2020,4,1,6,0
32,29,06/04/2020,24,7,71,0
32,39,06/04/2020,60,12,124,2
32,49,06/04/2020,135,42,177,8
32,59,06/04/2020,308,124,260,20
32,69,06/04/2020,471,177,191,81
32,79,06/04/2020,550,166,198,137
32,89,06/04/2020,497,33,129,228
32,90,06/04/2020,158,1,40,99
44,0,06/04/2020,4801,937,3115,1574
44,9,06/04/2020,13,1,86,0
44,19,06/04/2020,8,1,24,0
44,29,06/04/2020,43,6,143,1
44,39,06/04/2020,106,23,212,5
44,49,06/04/2020,220,63,318,15
44,59,06/04/2020,573,169,529,45
44,69,06/04/2020,1037,344,640,166
44,79,06/04/2020,1217,288,604,434
44,89,06/04/2020,1145,33,412,656
44,90,06/04/2020,389,2,115,244
52,0,06/04/2020,685,182,456,134
52,9,06/04/2020,0,0,1,0
52,19,06/04/2020,1,0,1,0
52,29,06/04/2020,11,3,18,0
52,39,06/04/2020,13,4,35,0
52,49,06/04/2020,40,15,71,0
52,59,06/04/2020,81,39,87,3
52,69,06/04/2020,147,58,89,17
52,79,06/04/2020,177,62,90,23
52,89,06/04/2020,170,1,55,57
52,90,06/04/2020,45,0,9,34
53,0,06/04/2020,471,141,296,88
53,9,06/04/2020,1,0,5,0
53,19,06/04/2020,1,0,2,0
53,29,06/04/2020,3,1,13,0
53,39,06/04/2020,16,3,32,0
53,49,06/04/2020,30,15,29,0
53,59,06/04/2020,56,27,57,1
53,69,06/04/2020,98,44,58,12
53,79,06/04/2020,129,45,66,17
53,89,06/04/2020,102,6,25,36
53,90,06/04/2020,33,0,8,22
75,0,06/04/2020,783,247,610,138
75,9,06/04/2020,0,0,6,0
75,19,06/04/2020,5,0,8,0
75,29,06/04/2020,7,2,40,0
75,39,06/04/2020,21,5,54,0
75,49,06/04/2020,38,20,80,1
75,59,06/04/2020,96,42,119,7
75,69,06/04/2020,185,82,109,10
75,79,06/04/2020,181,72,86,33
75,89,06/04/2020,171,21,71,55
75,90,06/04/2020,74,1,26,31
76,0,06/04/2020,1047,333,803,172
76,9,06/04/2020,0,0,16,0
76,19,06/04/2020,2,2,6,0
76,29,06/04/2020,11,1,53,1
76,39,06/04/2020,21,3,85,0
76,49,06/04/2020,69,17,112,1
76,59,06/04/2020,134,60,177,7
76,69,06/04/2020,240,105,134,15
76,79,06/04/2020,294,122,145,39
76,89,06/04/2020,198,21,63,81
76,90,06/04/2020,77,2,12,28
84,0,06/04/2020,3030,783,1866,555
84,9,06/04/2020,5,0,15,0
84,19,06/04/2020,9,2,15,0
84,29,06/04/2020,33,5,100,0
84,39,06/04/2020,60,17,176,2
84,49,06/04/2020,124,37,241,7
84,59,06/04/2020,349,129,329,16
84,69,06/04/2020,589,251,326,31
84,79,06/04/2020,776,275,338,128
84,89,06/04/2020,723,47,236,236
84,90,06/04/2020,308,2,52,123
93,0,06/04/2020,1827,440,1383,231
93,9,06/04/2020,0,0,15,0
93,19,06/04/2020,6,1,26,0
93,29,06/04/2020,39,7,116,1
93,39,06/04/2020,58,5,156,1
93,49,06/04/2020,128,29,228,2
93,59,06/04/2020,284,85,296,11
93,69,06/04/2020,380,115,256,17
93,79,06/04/2020,427,142,154,54
93,89,06/04/2020,341,33,86,99
93,90,06/04/2020,127,2,35,44
94,0,06/04/2020,92,24,115,30
94,9,06/04/2020,0,0,3,0
94,19,06/04/2020,0,0,4,0
94,29,06/04/2020,0,0,14,0
94,39,06/04/2020,2,1,13,0
94,49,06/04/2020,2,0,17,1
94,59,06/04/2020,13,3,19,1
94,69,06/04/2020,15,9,17,2
94,79,06/04/2020,21,7,15,6
94,89,06/04/2020,27,4,7,15
94,90,06/04/2020,11,0,5,5
1,0,07/04/2020,34,17,43,8
1,9,07/04/2020,0,0,0,0
1,19,07/04/2020,0,0,0,0
1,29,07/04/2020,0,0,1,0
1,39,07/04/2020,1,1,3,0
1,49,07/04/2020,3,1,3,0
1,59,07/04/2020,2,2,16,0
1,69,07/04/2020,12,7,9,1
1,79,07/04/2020,9,5,3,4
1,89,07/04/2020,7,1,7,3
1,90,07/04/2020,0,0,0,0
2,0,07/04/2020,51,19,41,4
2,9,07/04/2020,0,0,0,0
2,19,07/04/2020,0,0,0,0
2,29,07/04/2020,1,0,2,0
2,39,07/04/2020,1,0,2,0
2,49,07/04/2020,5,0,10,0
2,59,07/04/2020,13,8,9,0
2,69,07/04/2020,15,6,9,0
2,79,07/04/2020,12,4,7,1
2,89,07/04/2020,4,1,2,3
2,90,07/04/2020,0,0,0,0
3,0,07/04/2020,7,1,8,0
3,9,07/04/2020,0,0,0,0
3,19,07/04/2020,0,0,0,0
3,29,07/04/2020,1,0,0,0
3,39,07/04/2020,0,0,1,0
3,49,07/04/2020,2,0,4,0
3,59,07/04/2020,0,0,1,0
3,69,07/04/2020,2,0,1,0
3,79,07/04/2020,0,0,0,0
3,89,07/04/2020,1,1,1,0
3,90,07/04/2020,0,0,0,0
4,0,07/04/2020,37,4,52,0
4,9,07/04/2020,0,0,0,0
4,19,07/04/2020,0,0,1,0
4,29,07/04/2020,3,0,7,0
4,39,07/04/2020,1,0,10,0
4,49,07/04/2020,3,0,5,0
4,59,07/04/2020,11,2,9,0
4,69,07/04/2020,8,1,11,0
4,79,07/04/2020,5,1,9,0
4,89,07/04/2020,6,0,0,0
4,90,07/04/2020,0,0,0,0
6,0,07/04/2020,16,3,17,2
6,9,07/04/2020,0,0,0,0
6,19,07/04/2020,0,0,0,0
6,29,07/04/2020,2,0,1,0
6,39,07/04/2020,0,0,3,0
6,49,07/04/2020,2,1,4,1
6,59,07/04/2020,2,0,6,1
6,69,07/04/2020,5,2,2,0
6,79,07/04/2020,2,0,0,0
6,89,07/04/2020,3,0,1,0
6,90,07/04/2020,0,0,0,0
11,0,07/04/2020,12074,2601,6225,2627
11,9,07/04/2020,49,17,89,0
11,19,07/04/2020,34,10,47,1
11,29,07/04/2020,166,27,284,3
11,39,07/04/2020,518,135,708,15
11,49,07/04/2020,1106,291,930,48
11,59,07/04/2020,2063,722,1355,187
11,69,07/04/2020,2495,861,1261,374
11,79,07/04/2020,2416,475,856,653
11,89,07/04/2020,2134,39,486,878
11,90,07/04/2020,948,3,130,438
24,0,07/04/2020,803,206,380,140
24,9,07/04/2020,0,0,11,0
24,19,07/04/2020,1,1,7,0
24,29,07/04/2020,8,2,14,0
24,39,07/04/2020,17,7,25,1
24,49,07/04/2020,49,16,63,1
24,59,07/04/2020,74,31,61,4
24,69,07/04/2020,165,77,78,10
24,79,07/04/2020,187,68,72,27
24,89,07/04/2020,185,4,39,59
24,90,07/04/2020,107,0,9,36
27,0,07/04/2020,1212,295,1077,396
27,9,07/04/2020,2,1,8,0
27,19,07/04/2020,5,1,11,0
27,29,07/04/2020,6,0,50,0
27,39,07/04/2020,22,6,90,1
27,49,07/04/2020,39,14,128,4
27,59,07/04/2020,118,47,186,9
27,69,07/04/2020,237,99,197,37
27,79,07/04/2020,299,100,200,87
27,89,07/04/2020,355,25,163,188
27,90,07/04/2020,128,2,40,69
28,0,07/04/2020,713,225,392,147
28,9,07/04/2020,1,0,3,0
28,19,07/04/2020,2,0,2,0
28,29,07/04/2020,5,1,22,0
28,39,07/04/2020,13,5,35,1
28,49,07/04/2020,54,25,48,2
28,59,07/04/2020,92,44,82,8
28,69,07/04/2020,179,76,74,20
28,79,07/04/2020,164,55,69,34
28,89,07/04/2020,156,18,42,56
28,90,07/04/2020,44,0,11,26
32,0,07/04/2020,2336,583,1393,635
32,9,07/04/2020,13,3,19,0
32,19,07/04/2020,6,3,6,0
32,29,07/04/2020,22,7,79,0
32,39,07/04/2020,60,16,138,2
32,49,07/04/2020,145,47,202,8
32,59,07/04/2020,307,125,301,25
32,69,07/04/2020,499,174,219,85
32,79,07/04/2020,568,172,227,148
32,89,07/04/2020,543,34,148,258
32,90,07/04/2020,166,1,48,106
44,0,07/04/2020,4819,950,3461,1674
44,9,07/04/2020,15,1,89,0
44,19,07/04/2020,7,1,26,0
44,29,07/04/2020,47,8,155,1
44,39,07/04/2020,105,24,227,6
44,49,07/04/2020,206,60,350,17
44,59,07/04/2020,562,167,587,49
44,69,07/04/2020,1027,351,716,177
44,79,07/04/2020,1210,293,684,457
44,89,07/04/2020,1181,36,466,700
44,90,07/04/2020,413,2,128,261
52,0,07/04/2020,694,176,517,144
52,9,07/04/2020,1,0,1,0
52,19,07/04/2020,1,0,1,0
52,29,07/04/2020,11,2,19,0
52,39,07/04/2020,15,4,36,0
52,49,07/04/2020,40,14,76,1
52,59,07/04/2020,78,37,97,3
52,69,07/04/2020,148,56,99,19
52,79,07/04/2020,169,61,107,25
52,89,07/04/2020,172,1,70,61
52,90,07/04/2020,58,0,11,35
53,0,07/04/2020,461,133,335,97
53,9,07/04/2020,1,0,4,0
53,19,07/04/2020,1,0,2,0
53,29,07/04/2020,4,1,13,0
53,39,07/04/2020,12,1,38,0
53,49,07/04/2020,29,14,37,0
53,59,07/04/2020,54,27,62,1
53,69,07/04/2020,98,44,65,13
53,79,07/04/2020,123,41,73,20
53,89,07/04/2020,99,5,30,40
53,90,07/04/2020,38,0,9,23
75,0,07/04/2020,792,243,669,152
75,9,07/04/2020,2,1,6,0
75,19,07/04/2020,3,0,10,0
75,29,07/04/2020,7,2,41,0
75,39,07/04/2020,20,5,58,0
75,49,07/04/2020,39,17,89,1
75,59,07/04/2020,95,40,127,8
75,69,07/04/2020,186,85,125,11
75,79,07/04/2020,178,69,95,35
75,89,07/04/2020,175,21,78,64
75,90,07/04/2020,82,1,29,32
76,0,07/04/2020,1031,336,914,180
76,9,07/04/2020,1,0,16,0
76,19,07/04/2020,2,1,7,0
76,29,07/04/2020,9,2,56,1
76,39,07/04/2020,24,4,88,0
76,49,07/04/2020,65,17,126,1
76,59,07/04/2020,127,59,198,7
76,69,07/04/2020,233,106,152,14
76,79,07/04/2020,287,121,172,41
76,89,07/04/2020,202,24,79,87
76,90,07/04/2020,81,2,20,29
84,0,07/04/2020,2959,755,2125,600
84,9,07/04/2020,4,0,18,0
84,19,07/04/2020,10,2,17,0
84,29,07/04/2020,27,3,113,0
84,39,07/04/2020,54,14,187,2
84,49,07/04/2020,121,33,257,7
84,59,07/04/2020,309,119,385,17
84,69,07/04/2020,563,248,387,32
84,79,07/04/2020,768,268,381,143
84,89,07/04/2020,729,48,276,258
84,90,07/04/2020,325,2,62,128
93,0,07/04/2020,1738,434,1574,253
93,9,07/04/2020,0,0,15,0
93,19,07/04/2020,6,1,27,0
93,29,07/04/2020,32,6,126,2
93,39,07/04/2020,52,5,167,1
93,49,07/04/2020,104,29,263,2
93,59,07/04/2020,269,82,331,12
93,69,07/04/2020,366,115,290,19
93,79,07/04/2020,411,140,186,60
93,89,07/04/2020,333,34,113,107
93,90,07/04/2020,131,2,40,48
94,0,07/04/2020,94,23,113,32
94,9,07/04/2020,0,0,3,0
94,19,07/04/2020,0,0,4,0
94,29,07/04/2020,0,0,14,0
94,39,07/04/2020,2,1,13,0
94,49,07/04/2020,4,1,17,1
94,59,07/04/2020,11,2,20,1
94,69,07/04/2020,14,8,17,2
94,79,07/04/2020,25,7,12,7
94,89,07/04/2020,27,4,7,16
94,90,07/04/2020,10,0,5,5
1,0,08/04/2020,33,16,46,10
1,9,08/04/2020,0,0,0,0
1,19,08/04/2020,0,0,0,0
1,29,08/04/2020,0,0,1,0
1,39,08/04/2020,1,1,3,0
1,49,08/04/2020,2,1,4,0
1,59,08/04/2020,3,2,16,1
1,69,08/04/2020,11,5,10,2
1,79,08/04/2020,8,5,4,4
1,89,08/04/2020,8,2,7,3
1,90,08/04/2020,0,0,0,0
2,0,08/04/2020,49,19,43,4
2,9,08/04/2020,0,0,0,0
2,19,08/04/2020,0,0,0,0
2,29,08/04/2020,1,0,2,0
2,39,08/04/2020,1,0,2,0
2,49,08/04/2020,4,0,11,0
2,59,08/04/2020,13,8,9,0
2,69,08/04/2020,15,5,9,0
2,79,08/04/2020,11,5,8,1
2,89,08/04/2020,4,1,2,3
2,90,08/04/2020,0,0,0,0
3,0,08/04/2020,9,1,8,0
3,9,08/04/2020,0,0,0,0
3,19,08/04/2020,0,0,0,0
3,29,08/04/2020,1,0,0,0
3,39,08/04/2020,1,0,1,0
3,49,08/04/2020,3,0,3,0
3,59,08/04/2020,0,0,1,0
3,69,08/04/2020,2,0,1,0
3,79,08/04/2020,0,0,0,0
3,89,08/04/2020,1,1,1,0
3,90,08/04/2020,0,0,0,0
4,0,08/04/2020,39,4,55,0
4,9,08/04/2020,0,0,0,0
4,19,08/04/2020,1,0,1,0
4,29,08/04/2020,2,0,9,0
4,39,08/04/2020,2,0,11,0
4,49,08/04/2020,3,0,5,0
4,59,08/04/2020,12,2,9,0
4,69,08/04/2020,8,1,11,0
4,79,08/04/2020,5,1,9,0
4,89,08/04/2020,6,0,0,0
4,90,08/04/2020,0,0,0,0
6,0,08/04/2020,15,4,25,2
6,9,08/04/2020,0,0,0,0
6,19,08/04/2020,0,0,1,0
6,29,08/04/2020,1,0,2,0
6,39,08/04/2020,0,0,3,0
6,49,08/04/2020,2,1,7,1
6,59,08/04/2020,2,1,7,1
6,69,08/04/2020,7,2,2,0
6,79,08/04/2020,1,0,1,0
6,89,08/04/2020,2,0,2,0
6,90,08/04/2020,0,0,0,0
11,0,08/04/2020,12479,2668,6857,2850
11,9,08/04/2020,48,18,94,0
11,19,08/04/2020,34,11,52,1
11,29,08/04/2020,174,30,301,3
11,39,08/04/2020,526,133,761,17
11,49,08/04/2020,1104,299,1027,49
11,59,08/04/2020,2090,732,1475,202
11,69,08/04/2020,2542,888,1387,406
11,79,08/04/2020,2500,496,989,705
11,89,08/04/2020,2260,37,550,953
11,90,08/04/2020,1053,3,139,484
24,0,08/04/2020,837,213,435,154
24,9,08/04/2020,1,0,11,0
24,19,08/04/2020,0,0,8,0
24,29,08/04/2020,11,2,15,0
24,39,08/04/2020,20,8,27,1
24,49,08/04/2020,44,16,70,1
24,59,08/04/2020,82,32,70,4
24,69,08/04/2020,162,77,94,10
24,79,08/04/2020,194,71,82,32
24,89,08/04/2020,202,7,48,65
24,90,08/04/2020,112,0,9,39
27,0,08/04/2020,1227,292,1160,412
27,9,08/04/2020,1,1,9,0
27,19,08/04/2020,4,1,12,0
27,29,08/04/2020,6,0,51,0
27,39,08/04/2020,22,7,93,2
27,49,08/04/2020,36,14,138,4
27,59,08/04/2020,117,47,197,9
27,69,08/04/2020,246,100,215,37
27,79,08/04/2020,299,97,213,89
27,89,08/04/2020,359,23,183,195
27,90,08/04/2020,136,2,45,75
28,0,08/04/2020,680,213,453,165
28,9,08/04/2020,1,0,3,0
28,19,08/04/2020,2,0,2,0
28,29,08/04/2020,5,0,24,0
28,39,08/04/2020,10,6,41,1
28,49,08/04/2020,52,25,56,2
28,59,08/04/2020,88,45,94,9
28,69,08/04/2020,169,70,88,22
28,79,08/04/2020,160,52,77,36
28,89,08/04/2020,146,15,51,65
28,90,08/04/2020,45,0,13,30
32,0,08/04/2020,2366,573,1575,679
32,9,08/04/2020,12,5,20,0
32,19,08/04/2020,6,3,9,0
32,29,08/04/2020,22,7,85,0
32,39,08/04/2020,57,15,153,2
32,49,08/04/2020,144,47,222,8
32,59,08/04/2020,301,113,335,29
32,69,08/04/2020,492,180,265,87
32,79,08/04/2020,568,169,261,158
32,89,08/04/2020,578,31,164,275
32,90,08/04/2020,175,1,54,116
44,0,08/04/2020,4708,937,3797,1781
44,9,08/04/2020,10,0,93,0
44,19,08/04/2020,12,2,26,0
44,29,08/04/2020,43,6,167,1
44,39,08/04/2020,97,27,250,7
44,49,08/04/2020,203,58,371,20
44,59,08/04/2020,529,168,651,54
44,69,08/04/2020,982,345,802,186
44,79,08/04/2020,1178,286,745,487
44,89,08/04/2020,1184,38,514,740
44,90,08/04/2020,428,1,143,280
52,0,08/04/2020,700,178,570,153
52,9,08/04/2020,1,0,1,0
52,19,08/04/2020,1,0,1,0
52,29,08/04/2020,8,2,22,0
52,39,08/04/2020,17,5,41,0
52,49,08/04/2020,36,12,83,1
52,59,08/04/2020,81,37,101,3
52,69,08/04/2020,141,54,110,19
52,79,08/04/2020,168,65,122,28
52,89,08/04/2020,178,1,75,66
52,90,08/04/2020,68,1,14,36
53,0,08/04/2020,484,136,373,107
53,9,08/04/2020,0,0,5,0
53,19,08/04/2020,0,0,3,0
53,29,08/04/2020,6,1,13,0
53,39,08/04/2020,12,1,44,0
53,49,08/04/2020,31,14,43,0
53,59,08/04/2020,65,29,66,1
53,69,08/04/2020,96,44,73,14
53,79,08/04/2020,130,42,80,21
53,89,08/04/2020,99,5,35,46
53,90,08/04/2020,42,0,9,25
75,0,08/04/2020,797,242,739,165
75,9,08/04/2020,2,2,7,0
75,19,08/04/2020,3,0,11,0
75,29,08/04/2020,10,1,46,0
75,39,08/04/2020,19,5,63,0
75,49,08/04/2020,39,17,95,1
75,59,08/04/2020,88,40,142,8
75,69,08/04/2020,180,81,138,11
75,79,08/04/2020,176,75,108,36
75,89,08/04/2020,185,19,87,73
75,90,08/04/2020,90,0,31,35
76,0,08/04/2020,1000,329,993,195
76,9,08/04/2020,0,0,16,0
76,19,08/04/2020,2,1,7,0
76,29,08/04/2020,8,2,56,1
76,39,08/04/2020,20,5,94,0
76,49,08/04/2020,63,17,134,1
76,59,08/04/2020,128,60,210,7
76,69,08/04/2020,223,105,170,17
76,79,08/04/2020,270,113,192,43
76,89,08/04/2020,206,23,92,93
76,90,08/04/2020,80,3,22,33
84,0,08/04/2020,2908,736,2330,654
84,9,08/04/2020,3,0,18,0
84,19,08/04/2020,9,3,18,0
84,29,08/04/2020,22,3,121,0
84,39,08/04/2020,48,13,200,4
84,49,08/04/2020,115,31,279,8
84,59,08/04/2020,284,112,425,20
84,69,08/04/2020,547,245,432,34
84,79,08/04/2020,746,264,422,156
84,89,08/04/2020,738,44,303,280
84,90,08/04/2020,351,4,68,138
93,0,08/04/2020,1796,437,1684,269
93,9,08/04/2020,0,0,15,0
93,19,08/04/2020,9,1,27,0
93,29,08/04/2020,34,6,133,1
93,39,08/04/2020,58,7,174,1
93,49,08/04/2020,99,28,278,2
93,59,08/04/2020,271,80,345,13
93,69,08/04/2020,366,110,315,21
